gender,age,state_of_origin,institution_tier,skills_score,experience_years,gap_years,referral,communication_score,hiring_decision,actual_performance_score
1,23,Tier3,Tier3_College,40.2,5,0,0,53.6,0,45.0
1,40,Tier3,Tier2_College,61.5,7,0,1,65.1,0,53.3
0,41,Tier2,IIT_NIT,30.7,6,0,1,82.5,1,11.1
0,41,Metro,Tier2_College,77.8,1,1,0,57.8,1,57.6
0,45,Tier2,IIT_NIT,68.0,6,1,0,55.3,0,60.6
0,35,Tier2,IIT_NIT,73.6,2,1,0,67.0,0,60.5
0,22,Tier3,Tier3_College,75.8,0,0,0,71.0,0,51.1
1,31,Tier2,Tier2_College,82.6,2,0,0,58.0,1,48.4
1,37,Metro,IIT_NIT,31.7,2,0,0,83.3,0,17.4
0,25,Metro,Tier3_College,39.4,6,0,0,86.7,0,28.9
0,32,Tier2,Tier2_College,57.4,4,1,0,55.0,0,45.3
0,37,Tier2,Tier2_College,63.7,5,1,0,58.9,0,62.7
0,41,Metro,Tier2_College,70.8,3,0,0,76.0,0,50.8
1,22,Metro,Tier2_College,69.7,4,2,0,65.9,0,46.2
0,37,Tier2,Tier2_College,70.5,9,0,0,38.7,1,51.2
0,40,Metro,Tier3_College,46.1,6,2,0,66.0,0,48.5
0,42,Metro,IIT_NIT,56.9,4,0,0,64.4,1,55.1
1,43,Metro,Tier2_College,63.5,3,0,0,60.9,1,61.1
1,30,Tier2,IIT_NIT,65.9,2,1,0,81.4,0,47.5
0,30,Tier2,Tier3_College,61.0,2,2,0,62.6,0,37.5
1,30,Metro,Tier2_College,71.6,5,0,0,86.2,0,51.2
1,38,Tier3,Tier3_College,52.0,7,0,0,43.1,0,55.6
1,33,Metro,Tier2_College,61.2,7,0,0,44.6,1,34.9
0,34,Metro,Tier3_College,75.0,4,0,0,77.2,0,67.9
1,29,Metro,Tier3_College,70.9,5,3,1,54.6,0,40.3
1,37,Metro,Tier3_College,62.8,4,0,0,58.4,0,37.9
1,39,Metro,IIT_NIT,63.1,1,0,1,60.1,0,46.2
1,22,Metro,IIT_NIT,61.3,6,0,0,94.9,1,48.6
1,22,Tier2,IIT_NIT,63.3,5,2,0,78.3,0,41.5
0,33,Tier2,IIT_NIT,60.9,1,1,0,42.9,1,46.5
1,27,Tier2,Tier3_College,62.9,2,1,0,65.6,0,30.9
1,30,Tier3,Tier2_College,72.1,4,0,1,66.8,1,55.5
1,44,Metro,Tier2_College,71.8,4,1,0,57.2,0,48.9
0,26,Tier3,Tier2_College,49.6,3,0,0,58.7,0,32.4
1,37,Metro,IIT_NIT,93.1,2,0,0,61.7,0,66.7
1,39,Tier2,Tier2_College,60.4,2,0,1,88.2,0,47.1
0,38,Metro,Tier2_College,74.6,3,1,1,66.0,0,67.7
1,39,Tier3,Tier3_College,53.0,4,1,1,48.5,1,39.7
1,22,Tier2,Tier2_College,88.5,8,0,0,71.9,1,76.0
1,40,Metro,Tier3_College,75.5,4,0,0,78.1,0,46.1
1,43,Tier2,Tier2_College,73.4,3,0,0,61.0,1,54.5
0,29,Metro,Tier3_College,65.5,4,2,0,74.2,0,60.8
1,24,Tier3,Tier2_College,42.2,2,0,0,68.5,0,32.4
0,26,Tier2,Tier2_College,91.3,7,0,0,58.2,1,64.8
1,44,Metro,IIT_NIT,80.0,2,0,0,69.5,1,60.8
1,29,Metro,Tier2_College,63.5,3,0,0,71.7,0,42.6
1,40,Metro,Tier2_College,74.7,4,0,0,36.5,1,68.6
0,39,Tier2,Tier3_College,49.7,0,3,0,63.0,0,37.1
1,39,Metro,Tier2_College,41.3,3,2,0,84.2,0,24.9
0,42,Tier2,Tier2_College,68.2,4,2,1,60.7,0,53.8
0,22,Tier3,Tier2_College,56.8,7,1,0,74.9,0,59.4
0,36,Metro,Tier2_College,61.2,4,1,1,52.2,1,45.2
0,39,Tier3,Tier2_College,67.3,2,0,0,43.6,1,51.2
1,28,Tier2,Tier3_College,51.4,3,0,0,52.3,0,32.2
1,37,Metro,Tier2_College,66.9,3,0,0,75.2,1,57.7
0,37,Tier2,Tier3_College,52.5,1,1,0,69.9,0,39.9
1,36,Tier2,Tier3_College,82.2,4,0,0,54.5,1,57.7
0,27,Tier2,Tier3_College,66.6,4,0,0,66.8,0,58.0
1,30,Metro,Tier2_College,75.4,3,0,0,69.5,1,55.4
1,28,Metro,IIT_NIT,43.2,5,0,0,68.8,1,45.2
1,35,Tier3,Tier2_College,76.3,4,0,0,61.5,0,40.4
0,32,Tier2,Tier3_College,89.0,5,2,1,66.9,0,68.8
1,42,Tier2,Tier2_College,69.6,1,0,0,43.3,1,49.8
0,37,Metro,Tier2_College,75.3,2,0,0,44.2,0,52.5
1,27,Tier3,Tier3_College,64.7,6,0,1,65.4,0,63.3
0,43,Tier3,Tier2_College,73.3,5,0,0,71.4,0,59.2
1,37,Metro,Tier2_College,90.4,4,0,0,75.9,1,69.7
1,41,Metro,IIT_NIT,99.4,0,0,1,83.1,1,87.4
1,37,Tier3,Tier2_College,72.4,6,0,1,74.9,0,57.9
0,33,Tier3,Tier2_College,53.7,4,0,1,34.6,0,39.2
1,38,Tier2,Tier3_College,76.7,5,0,0,58.3,0,63.2
0,26,Tier3,Tier3_College,50.7,1,2,0,86.9,0,12.7
1,34,Tier2,Tier3_College,59.3,6,1,0,64.2,1,51.6
0,29,Metro,Tier2_College,60.9,11,0,0,84.6,1,46.9
0,45,Tier2,IIT_NIT,96.6,5,2,0,36.6,0,62.8
1,26,Tier2,Tier2_College,88.0,2,0,1,55.8,0,67.0
0,33,Tier3,Tier2_College,85.1,3,0,0,60.8,0,67.2
0,30,Metro,Tier2_College,79.5,2,2,0,75.9,1,74.5
0,24,Tier2,Tier2_College,55.3,7,3,0,47.8,0,37.0
0,24,Tier3,Tier2_College,71.3,4,2,0,62.4,0,56.6
1,22,Metro,Tier2_College,93.7,5,0,1,72.1,0,75.8
1,43,Metro,Tier3_College,74.3,4,0,0,82.2,0,59.2
0,39,Tier3,Tier2_College,82.4,4,0,0,61.3,0,64.9
0,45,Tier2,Tier2_College,45.5,2,2,0,52.1,0,36.8
0,33,Tier2,Tier2_College,78.1,2,0,0,65.0,0,49.2
0,30,Tier3,Tier2_College,53.2,5,0,0,80.6,0,48.9
1,30,Metro,Tier2_College,64.9,8,0,1,62.9,0,60.4
1,39,Tier3,Tier2_College,87.9,2,1,1,67.3,1,63.0
0,39,Tier2,Tier2_College,72.9,3,0,0,53.5,1,54.1
0,28,Tier2,IIT_NIT,79.4,4,0,0,81.4,1,56.1
0,25,Tier2,Tier3_College,65.4,4,3,1,56.8,0,35.9
1,34,Tier3,IIT_NIT,41.0,5,0,1,80.2,0,36.7
1,38,Metro,Tier2_College,54.9,3,0,1,79.0,1,40.9
0,45,Metro,Tier2_College,77.5,2,0,1,44.1,0,63.6
0,23,Metro,Tier2_College,72.7,2,0,0,75.0,0,57.2
1,35,Metro,Tier3_College,91.3,3,0,0,65.1,0,61.4
1,24,Tier2,Tier2_College,69.8,2,0,0,69.2,0,49.8
0,26,Tier3,Tier2_College,55.5,2,0,0,51.0,0,44.3
0,35,Tier3,IIT_NIT,67.6,4,0,0,97.1,0,40.7
0,24,Metro,Tier3_College,82.0,2,0,0,72.5,0,73.6
1,44,Tier2,Tier2_College,43.4,4,0,1,81.6,1,36.9
0,28,Tier2,Tier3_College,72.8,6,0,0,60.5,0,50.2
0,39,Metro,Tier2_College,50.4,4,2,1,66.3,1,33.5
1,34,Tier3,Tier3_College,70.3,9,0,0,44.9,0,52.5
0,44,Tier3,Tier3_College,78.2,2,3,0,66.8,0,57.9
1,43,Tier3,Tier3_College,75.7,4,0,0,52.1,0,52.0
0,31,Metro,Tier2_College,86.8,8,1,1,60.6,0,70.8
0,34,Tier2,Tier2_College,71.5,7,0,0,56.3,0,57.3
1,37,Metro,Tier2_College,75.2,6,1,0,52.7,0,67.9
0,30,Tier2,Tier2_College,75.7,4,0,0,59.3,1,45.9
1,23,Tier2,IIT_NIT,54.4,6,0,1,79.7,1,50.6
1,44,Tier3,Tier3_College,66.2,3,0,0,51.2,1,59.0
0,26,Tier3,IIT_NIT,33.6,3,1,0,68.0,0,43.9
1,43,Tier3,IIT_NIT,73.3,5,0,1,67.8,0,70.3
0,38,Tier3,Tier2_College,29.5,9,1,0,61.7,0,21.4
1,44,Metro,IIT_NIT,79.9,6,0,0,48.1,1,62.1
0,43,Tier2,Tier3_College,91.1,3,0,1,56.6,0,99.5
1,25,Metro,Tier3_College,75.0,3,0,1,93.8,1,46.4
0,38,Metro,Tier3_College,77.1,5,0,0,59.1,0,70.8
0,30,Tier2,Tier3_College,84.9,3,0,0,70.5,0,68.7
1,41,Tier2,Tier2_College,61.9,2,0,1,63.2,0,49.5
1,23,Tier2,Tier2_College,50.2,3,0,0,53.8,0,42.6
0,45,Metro,Tier2_College,66.8,6,0,0,59.9,0,46.6
0,39,Metro,Tier2_College,57.3,2,0,0,84.0,1,46.6
1,42,Metro,Tier2_College,69.1,6,0,0,86.8,0,46.8
1,43,Metro,Tier3_College,71.6,7,0,0,56.2,1,60.3
0,32,Metro,Tier2_College,61.3,7,2,1,60.1,0,43.6
1,34,Tier2,Tier2_College,58.0,2,0,1,54.9,0,48.4
0,29,Tier3,Tier3_College,37.8,3,0,0,56.6,0,25.7
1,22,Tier2,IIT_NIT,65.6,1,0,0,77.0,0,51.4
0,38,Tier2,Tier2_College,61.9,3,0,0,67.4,0,39.8
0,33,Metro,IIT_NIT,62.9,6,1,1,83.2,0,38.0
1,25,Tier3,Tier3_College,78.2,4,0,1,97.0,0,51.4
0,42,Metro,Tier2_College,95.5,2,0,0,71.0,1,63.6
1,34,Tier3,Tier3_College,63.0,2,0,0,78.9,1,58.6
1,30,Tier3,Tier2_College,73.4,3,0,0,92.5,0,57.5
0,28,Tier3,Tier3_College,71.6,4,0,0,51.4,1,50.7
0,44,Metro,Tier2_College,83.9,3,0,1,84.5,0,56.5
1,45,Tier2,Tier2_College,55.2,1,0,0,63.2,0,34.9
0,26,Metro,Tier2_College,54.8,4,1,0,75.6,0,56.1
1,26,Metro,Tier2_College,56.5,3,0,0,63.4,1,55.6
1,38,Metro,Tier2_College,36.3,3,0,0,91.0,1,27.6
1,30,Tier3,Tier2_College,67.4,7,0,0,73.2,0,62.5
0,27,Tier3,Tier2_College,53.3,4,0,0,61.8,0,56.0
0,40,Metro,Tier2_College,71.5,4,0,0,67.7,0,44.8
0,37,Tier2,Tier2_College,34.5,2,0,0,98.3,0,29.6
0,42,Tier3,Tier2_College,67.2,1,0,0,62.3,1,48.2
0,23,Tier2,Tier2_College,64.4,3,2,0,45.2,0,43.8
1,31,Tier2,Tier3_College,60.4,5,3,0,63.9,0,51.9
0,37,Tier2,Tier3_College,82.0,6,2,0,77.2,0,67.5
0,26,Tier3,Tier2_College,56.7,7,0,0,85.4,0,41.9
0,36,Tier2,Tier3_College,72.3,3,2,1,73.4,0,58.8
1,34,Tier3,IIT_NIT,59.2,8,0,0,49.2,0,46.4
0,34,Tier2,Tier3_College,91.2,11,2,0,56.4,1,79.2
1,34,Metro,Tier2_College,66.1,3,0,1,67.8,0,54.1
0,36,Metro,Tier2_College,77.5,6,1,0,71.5,1,69.4
1,35,Metro,IIT_NIT,76.5,4,0,0,73.3,1,75.3
1,29,Tier2,IIT_NIT,84.0,8,0,0,81.4,1,56.8
0,32,Metro,IIT_NIT,70.0,6,1,1,59.3,0,65.1
0,39,Tier3,IIT_NIT,49.6,3,1,0,62.1,0,34.1
0,45,Tier2,IIT_NIT,74.2,4,0,0,57.2,0,51.6
0,25,Tier3,Tier3_College,71.9,5,2,0,66.3,0,68.1
1,31,Tier3,Tier2_College,25.5,4,1,0,58.5,0,17.7
1,22,Tier3,Tier2_College,44.6,6,0,0,72.7,1,13.2
1,26,Tier3,Tier3_College,77.9,4,0,0,76.1,0,45.5
1,34,Tier2,IIT_NIT,87.9,2,0,0,76.5,1,70.1
0,22,Metro,Tier3_College,66.8,2,0,0,62.5,0,47.9
0,44,Tier3,Tier2_College,79.3,6,2,0,79.2,1,60.0
1,29,Tier3,Tier2_College,69.5,3,0,0,70.4,1,52.7
0,24,Tier3,IIT_NIT,68.5,6,2,1,75.3,0,45.0
1,24,Tier2,IIT_NIT,66.0,5,0,0,94.5,1,61.7
0,28,Tier2,Tier2_College,69.1,3,1,1,85.2,1,63.0
0,25,Metro,IIT_NIT,73.4,5,0,0,63.7,0,74.9
1,24,Tier2,Tier2_College,62.4,2,0,0,84.6,0,41.2
0,36,Metro,IIT_NIT,85.5,3,0,1,96.6,0,62.1
1,29,Metro,Tier2_College,54.0,1,0,1,97.2,0,35.5
1,24,Tier2,IIT_NIT,91.8,6,3,0,55.8,0,70.2
1,28,Tier2,Tier3_College,65.0,6,0,0,64.7,1,59.7
1,39,Metro,Tier2_College,67.3,6,1,0,84.8,1,46.8
1,32,Tier3,Tier3_College,59.2,1,0,0,81.9,0,42.2
1,32,Tier3,Tier2_College,73.7,2,0,0,75.6,0,62.5
0,38,Tier2,Tier3_College,62.7,4,0,0,68.3,0,40.8
1,27,Tier2,Tier2_College,61.3,4,0,0,89.0,0,50.5
1,29,Tier3,Tier2_College,76.6,5,1,0,64.8,0,58.6
0,22,Metro,IIT_NIT,84.3,3,2,0,73.7,1,79.1
0,31,Tier2,Tier2_College,53.4,1,0,1,67.2,0,61.0
0,40,Metro,IIT_NIT,79.6,7,0,0,56.0,0,67.2
1,24,Tier2,Tier2_College,85.5,4,0,0,76.4,1,70.5
1,25,Tier2,IIT_NIT,43.3,4,0,0,60.9,0,36.4
0,32,Tier2,Tier2_College,56.2,1,0,1,80.7,0,43.5
1,36,Metro,IIT_NIT,85.1,3,0,1,62.6,1,72.3
1,22,Metro,Tier2_College,73.2,4,0,0,61.6,0,58.1
1,30,Tier2,Tier2_College,91.9,5,2,1,67.8,0,83.9
1,32,Tier2,Tier3_College,65.5,5,0,0,85.4,0,50.0
1,40,Tier2,Tier2_College,60.6,4,3,0,66.6,0,51.8
0,34,Metro,Tier3_College,87.1,1,1,0,67.8,1,62.3
1,37,Tier2,Tier2_College,56.3,4,0,1,76.9,0,54.6
0,25,Metro,Tier2_College,64.6,7,1,0,63.9,0,44.7
1,22,Metro,IIT_NIT,75.8,8,0,0,40.9,1,62.9
1,41,Tier2,IIT_NIT,77.2,7,0,1,69.3,1,60.1
0,34,Tier2,Tier3_College,56.8,2,3,0,62.6,0,44.5
0,22,Metro,Tier2_College,71.6,5,0,0,63.0,1,45.0
1,26,Metro,Tier2_College,63.9,5,0,1,72.2,0,56.3
0,26,Tier2,Tier2_College,44.4,3,2,0,64.1,0,16.0
1,35,Metro,Tier2_College,61.5,6,0,1,66.7,1,49.0
0,44,Tier2,Tier2_College,45.1,4,1,1,62.6,0,23.1
0,35,Tier2,Tier2_College,58.8,3,0,0,71.8,1,42.6
1,29,Metro,IIT_NIT,51.2,2,0,0,88.5,0,35.4
1,25,Metro,Tier2_College,78.8,4,0,0,66.2,1,58.0
1,28,Tier3,Tier2_College,72.2,5,2,1,81.5,1,72.5
0,41,Tier2,Tier3_College,89.5,6,1,0,70.4,1,76.0
1,40,Tier2,Tier2_College,55.1,10,0,1,53.3,0,45.8
1,36,Tier2,Tier2_College,69.7,3,0,1,76.1,1,55.8
1,43,Tier2,IIT_NIT,52.6,8,0,0,73.8,0,31.4
1,25,Tier3,IIT_NIT,59.2,3,0,1,75.3,0,25.8
1,40,Tier2,Tier3_College,62.4,5,0,0,62.6,1,60.5
0,30,Metro,Tier3_College,95.6,8,0,0,52.3,1,77.3
0,42,Tier2,Tier2_College,73.1,3,3,0,43.3,1,66.0
1,34,Tier2,Tier2_College,66.2,5,0,1,73.4,0,54.2
0,35,Tier2,IIT_NIT,83.1,5,0,0,75.7,1,66.6
1,44,Tier2,Tier3_College,77.4,5,0,0,76.8,0,59.6
0,35,Tier3,IIT_NIT,67.2,4,2,0,70.7,1,65.0
1,43,Tier2,Tier3_College,77.5,1,0,1,88.7,1,54.2
1,31,Metro,Tier2_College,63.7,6,0,0,78.6,1,55.6
0,37,Metro,Tier2_College,100.0,2,0,0,65.9,0,77.7
0,26,Tier2,Tier3_College,85.1,2,0,0,87.3,1,75.1
0,44,Metro,Tier3_College,62.3,4,0,0,62.4,0,65.0
1,27,Metro,Tier2_College,78.6,5,0,1,64.6,1,48.3
1,23,Metro,Tier3_College,75.7,4,0,0,88.1,0,50.6
0,34,Metro,Tier3_College,72.0,4,0,0,46.5,1,63.5
1,34,Tier3,Tier3_College,75.2,3,0,0,56.5,0,58.9
0,40,Metro,Tier3_College,56.6,2,2,0,60.1,0,47.4
1,39,Metro,Tier2_College,61.9,5,0,1,59.5,0,43.3
1,40,Metro,Tier3_College,91.2,6,0,0,74.5,1,71.2
0,22,Tier2,Tier3_College,70.9,6,1,0,88.3,0,41.6
1,29,Metro,Tier2_College,58.2,2,0,0,69.6,1,37.0
0,43,Tier2,Tier2_College,66.0,6,0,0,46.2,0,64.0
0,37,Metro,Tier2_College,60.5,6,3,0,50.5,0,41.8
0,23,Tier2,Tier3_College,80.6,3,2,0,70.7,0,71.3
0,29,Tier3,Tier3_College,60.1,5,0,0,62.7,0,42.8
1,27,Metro,Tier2_College,68.6,8,0,0,83.8,1,55.2
0,37,Tier2,Tier2_College,58.7,2,2,0,68.6,0,46.8
1,44,Tier2,IIT_NIT,98.9,5,0,1,61.9,1,69.4
0,32,Tier3,IIT_NIT,76.8,2,1,0,50.5,0,64.4
0,38,Tier2,Tier2_College,76.3,5,1,0,54.4,0,73.6
1,44,Tier2,Tier2_College,77.8,4,0,1,70.7,0,66.0
1,40,Tier3,Tier3_College,62.5,4,0,1,48.4,0,39.0
0,32,Tier2,Tier2_College,89.3,3,0,0,48.1,0,70.8
1,29,Metro,Tier3_College,67.1,3,0,1,71.2,0,62.1
1,43,Metro,Tier2_College,92.8,2,0,1,67.8,1,65.6
1,25,Tier2,Tier3_College,63.5,3,0,1,75.6,0,50.7
1,32,Tier3,Tier2_College,78.0,4,1,0,65.3,1,53.6
0,29,Tier3,Tier2_College,70.3,4,0,0,57.7,0,49.4
0,30,Tier3,Tier2_College,71.7,2,0,0,67.8,0,52.4
1,23,Tier3,Tier2_College,44.6,4,1,0,69.1,0,36.8
0,37,Tier2,IIT_NIT,54.2,3,0,0,67.0,0,52.3
1,27,Tier3,IIT_NIT,89.1,1,0,0,34.4,0,65.0
0,42,Tier2,Tier3_College,50.0,5,0,0,60.4,0,37.7
0,42,Tier2,Tier2_College,80.5,5,1,0,62.5,0,72.2
1,40,Metro,Tier3_College,100.0,6,0,0,78.5,1,75.6
0,29,Metro,Tier2_College,75.7,2,0,0,85.5,1,63.8
1,35,Tier3,Tier3_College,97.8,0,0,0,56.2,0,65.6
1,45,Tier2,Tier2_College,77.7,6,2,0,60.8,0,60.8
1,37,Metro,IIT_NIT,71.7,4,1,0,86.7,1,67.5
1,33,Metro,Tier2_College,73.2,5,0,0,71.1,0,44.7
1,26,Tier3,Tier3_College,65.5,2,0,1,71.3,1,49.5
1,45,Tier2,Tier2_College,65.1,9,1,0,56.7,1,43.2
1,45,Tier2,IIT_NIT,60.6,2,0,1,63.3,0,50.5
0,40,Tier2,Tier2_College,73.9,3,1,0,62.2,0,61.7
0,39,Tier2,Tier2_College,98.8,3,0,1,86.6,1,63.3
0,30,Metro,Tier2_College,87.9,3,1,0,77.6,1,65.0
0,23,Tier2,Tier2_College,70.9,1,2,0,58.9,1,39.5
1,41,Tier3,Tier3_College,76.6,4,0,0,65.8,0,60.2
1,33,Tier2,Tier2_College,66.8,1,0,0,70.1,1,55.1
1,23,Tier2,Tier3_College,87.9,6,0,0,65.2,0,75.3
0,31,Metro,Tier2_College,45.1,6,0,0,67.6,0,44.8
1,22,Tier2,Tier2_College,95.0,6,0,0,92.9,0,78.5
0,25,Metro,Tier3_College,60.4,2,1,0,80.7,0,38.5
1,33,Tier2,Tier2_College,62.6,4,0,0,68.4,0,52.5
1,30,Tier2,Tier2_College,50.9,3,0,0,85.1,1,44.8
0,25,Tier3,Tier3_College,70.2,4,0,0,50.0,0,57.9
0,30,Tier2,IIT_NIT,58.5,3,0,0,75.6,0,38.3
0,27,Metro,Tier2_College,84.3,1,0,0,52.3,0,68.8
1,22,Tier2,IIT_NIT,77.5,7,0,0,46.8,0,78.9
1,31,Tier2,IIT_NIT,58.3,4,2,1,70.9,0,61.7
1,35,Metro,IIT_NIT,55.7,4,0,0,73.9,1,53.3
0,43,Tier2,IIT_NIT,59.0,3,1,1,73.6,0,41.4
0,39,Tier3,Tier2_College,54.8,2,0,0,71.9,0,33.9
1,27,Metro,Tier3_College,64.1,2,0,0,90.6,1,43.2
1,39,Tier2,Tier2_College,56.2,3,0,1,69.7,0,45.1
0,41,Tier3,Tier2_College,84.4,7,0,0,62.9,0,74.4
0,37,Tier2,Tier2_College,61.0,3,3,0,78.9,0,54.0
1,36,Tier2,Tier3_College,76.1,3,0,0,55.8,0,54.8
0,37,Metro,Tier3_College,76.2,4,2,0,66.4,1,53.1
0,29,Metro,Tier3_College,42.1,5,1,0,59.4,0,28.1
0,34,Tier2,Tier3_College,78.0,3,3,0,52.8,1,54.6
1,44,Tier2,Tier2_College,44.1,2,0,1,75.7,0,44.5
1,32,Tier3,Tier2_College,56.3,3,1,0,57.5,0,38.1
1,28,Metro,Tier2_College,77.3,3,0,0,66.6,1,66.5
1,38,Tier2,Tier2_College,69.7,6,0,0,70.2,0,36.0
1,39,Metro,Tier2_College,63.2,2,0,0,77.1,0,50.6
0,43,Metro,IIT_NIT,43.0,3,0,0,83.0,0,26.2
1,44,Tier2,IIT_NIT,81.5,6,0,0,80.9,0,40.4
0,40,Metro,Tier3_College,74.1,5,0,0,77.7,1,45.5
1,34,Metro,Tier2_College,56.0,9,1,0,62.3,1,44.8
0,36,Metro,Tier2_College,54.5,1,1,1,91.0,0,47.3
0,44,Metro,Tier2_College,82.4,7,0,0,64.1,0,70.7
0,43,Tier3,Tier2_College,72.2,4,0,0,53.7,0,67.9
0,43,Tier3,Tier2_College,49.0,3,0,0,54.0,0,32.4
0,22,Metro,Tier2_College,57.8,3,0,0,42.5,0,46.4
0,37,Tier3,IIT_NIT,95.4,3,0,0,68.5,1,82.4
1,26,Tier2,IIT_NIT,82.0,1,0,0,48.5,0,73.0
1,24,Tier3,Tier2_College,68.0,5,0,0,50.7,0,60.0
1,44,Metro,Tier3_College,68.3,4,0,0,94.1,1,62.3
1,31,Tier2,IIT_NIT,37.5,3,0,0,87.8,0,30.6
1,40,Tier3,Tier2_College,86.3,0,0,0,53.5,0,63.9
1,26,Metro,Tier3_College,61.7,6,1,0,60.9,0,40.8
1,28,Tier3,Tier3_College,56.7,5,0,0,78.2,0,37.6
0,35,Tier3,Tier2_College,78.5,8,0,0,43.3,1,64.5
0,24,Tier3,Tier3_College,59.2,5,1,0,57.0,0,34.6
0,34,Metro,Tier3_College,42.5,2,0,0,64.4,0,42.2
1,34,Metro,Tier3_College,73.7,6,0,0,55.8,1,58.7
1,31,Metro,Tier3_College,46.8,2,0,0,59.8,0,47.5
0,23,Tier3,Tier3_College,67.2,5,1,0,40.1,0,50.2
0,27,Metro,Tier2_College,72.4,4,0,0,73.2,0,54.2
1,29,Tier2,Tier2_College,64.1,4,2,0,62.4,0,44.6
0,25,Tier2,Tier2_College,64.2,6,2,0,39.5,0,43.7
1,33,Tier2,Tier2_College,89.7,4,0,1,79.9,1,68.3
1,36,Metro,Tier2_College,89.9,7,0,0,82.6,1,75.8
1,29,Tier2,Tier3_College,55.2,5,0,0,74.0,0,40.9
1,28,Tier3,Tier3_College,59.7,3,0,0,84.5,0,49.5
1,35,Metro,Tier2_College,60.4,4,0,0,84.5,1,39.4
1,44,Tier3,Tier2_College,67.6,4,1,1,73.5,0,40.0
1,40,Tier2,Tier2_College,66.9,5,0,0,60.9,1,59.8
1,35,Tier2,IIT_NIT,92.0,4,0,0,81.5,0,83.1
0,43,Tier2,Tier2_College,65.4,4,3,0,62.3,0,55.5
0,34,Metro,IIT_NIT,53.6,6,3,0,56.5,0,30.8
0,42,Tier2,Tier2_College,59.8,4,1,0,67.7,0,44.9
1,22,Tier3,Tier2_College,73.2,5,0,0,68.7,0,51.6
1,40,Metro,IIT_NIT,64.4,3,0,1,76.1,1,50.1
1,22,Tier2,Tier2_College,72.4,4,0,1,72.0,1,46.7
0,25,Metro,Tier2_College,64.6,2,0,0,56.9,1,58.5
0,31,Tier2,Tier2_College,78.1,5,3,0,53.8,0,58.3
1,24,Tier2,Tier3_College,66.8,6,0,0,79.5,1,58.1
0,41,Tier2,Tier2_College,51.0,4,0,0,64.4,0,45.2
1,30,Metro,Tier2_College,63.1,3,0,1,54.1,1,47.0
1,24,Tier3,Tier2_College,99.0,5,0,1,56.7,0,64.8
1,27,Metro,IIT_NIT,85.3,10,0,1,54.2,0,80.3
0,27,Tier2,Tier3_College,51.7,4,1,0,69.3,0,55.6
0,44,Tier2,IIT_NIT,92.9,3,0,0,69.5,1,66.2
0,33,Tier3,Tier3_College,69.9,5,1,1,47.1,0,44.6
1,44,Metro,Tier2_College,61.2,1,0,1,60.8,0,57.6
1,22,Tier3,Tier2_College,64.1,6,0,0,71.3,0,49.1
0,37,Tier2,Tier3_College,68.8,5,1,0,57.8,0,46.0
1,45,Tier2,Tier3_College,83.2,3,0,0,54.6,0,54.2
1,26,Tier2,Tier3_College,70.7,2,1,0,78.7,0,60.8
0,30,Tier3,Tier2_College,72.7,2,0,0,60.6,0,52.8
1,31,Tier2,IIT_NIT,85.0,0,1,0,42.9,0,70.0
1,34,Tier3,Tier3_College,62.4,4,0,0,65.4,0,45.7
0,36,Metro,IIT_NIT,72.2,5,2,0,94.4,0,45.6
0,33,Tier3,Tier3_College,74.1,4,2,0,67.3,0,55.2
1,26,Metro,Tier3_College,69.9,1,1,1,73.9,0,40.3
1,26,Tier2,Tier3_College,75.0,8,0,1,73.3,1,58.8
1,39,Tier2,Tier3_College,58.3,2,0,0,63.1,0,37.9
1,33,Tier2,IIT_NIT,81.7,6,2,0,61.0,1,56.9
1,24,Metro,Tier2_College,60.2,4,0,1,52.7,1,54.8
0,28,Tier2,IIT_NIT,74.4,3,1,1,50.9,1,56.2
1,38,Metro,IIT_NIT,70.9,4,0,1,87.8,1,37.8
1,40,Metro,Tier2_College,58.4,6,0,1,69.6,0,44.7
0,39,Metro,IIT_NIT,90.7,5,2,0,79.4,1,79.7
1,22,Tier2,Tier3_College,92.0,3,0,0,43.7,0,81.0
1,45,Metro,Tier3_College,55.1,1,0,1,71.2,0,45.3
0,26,Metro,Tier2_College,79.2,3,0,0,92.6,0,54.3
1,23,Metro,Tier2_College,66.3,3,0,1,71.6,0,52.1
0,22,Tier2,Tier3_College,58.6,3,0,0,70.1,0,49.0
0,28,Tier3,Tier3_College,73.2,3,1,0,52.3,0,70.6
0,32,Tier3,Tier3_College,79.7,3,2,0,58.0,0,53.5
1,32,Metro,Tier2_College,70.3,8,0,0,69.5,0,52.0
1,39,Tier2,Tier3_College,62.9,7,1,1,65.1,0,50.2
0,38,Tier2,IIT_NIT,86.6,7,1,1,56.0,0,61.4
1,23,Tier2,Tier3_College,87.1,5,1,0,73.6,0,65.1
0,28,Tier2,Tier3_College,58.4,4,0,0,40.4,0,41.3
1,28,Metro,Tier3_College,69.3,5,0,1,95.7,1,64.4
1,31,Tier2,Tier2_College,45.9,6,0,0,65.4,1,38.3
0,43,Tier2,Tier3_College,79.7,2,3,0,51.3,0,62.2
1,42,Metro,Tier2_College,86.6,6,0,0,66.7,1,66.6
0,24,Tier2,Tier2_College,73.5,5,0,0,52.0,0,50.8
0,33,Tier2,Tier3_College,53.5,8,0,0,53.4,0,53.3
1,24,Metro,IIT_NIT,90.6,5,0,1,70.2,1,73.9
